id	Kanji	Strokes	Grade	Kanji_Classification	JLPT-test	Name_of_Radical	Radical_Freq	#_of_On	#_of_Meanings_of_On	#_of_Meanings_of_Kun	Year_of_Inclusion	Kanji_Frequency_with_Proper_Nouns	Kanji_Frequency_without_Proper_Nouns	Symmetry
2000	揺	12	7	形声_Phonetic	1	Tehen	89	1	10	12	1981	22011	21945	
2001	葉	12	3	形声_Phonetic	3	Kusakanmuri	47	1	4	6	1981	142216	75304	P
2002	陽	12	3	形声_Phonetic	3	Kozatohen	31	1	14	0	1981	36395	18057	S
2003	溶	13	7	形声_Phonetic	2	Mizu_Sanzui_Shitamizu	118	1	3	5	1981	6668	6668	R
2004	腰	13	7	形声_Phonetic	2	Niku_Nikuzuki	44	1	8	8	1981	13089	12713	S
2005	様	14	3	形声_Phonetic	3	Ki_Kihen	85	1	6	9	1981	87077	87022	P
2006	瘍	14	7	形声_Phonetic	0	Yamaidare	15	1	2	0	2010	1770	1770	
2007	踊	14	7	形声_Phonetic	2	Ashi_Ashihen	11	1	6	8	1981	9796	9796	
2008	窯	15	7	形声_Phonetic	1	Ana_Anakanmuri	10	1	4	4	1981	720	688	
2009	養	15	4	形声_Phonetic	1	Shoku_Shokuhen	12	1	8	8	1981	42009	39936	S
2010	擁	16	7	形声_Phonetic	1	Tehen	89	1	5	0	1981	12269	12269	
2011	謡	16	7	形声_Phonetic	1	Gon_Gonben	68	1	1	3	1981	4420	4420	S
2012	曜	18	2	形声_Phonetic	4	Nichi_Nichihen	38	1	3	0	1981	37050	36896	P
2013	抑	7	7	会意_Com_Ideographic	1	Tehen	89	1	16	16	1981	37924	37877	S
2014	沃	7	7	形声_Phonetic	0	Mizu_Sanzui_Shitamizu	118	1	2	0	2010	80	80	
2015	浴	10	4	形声_Phonetic	2	Mizu_Sanzui_Shitamizu	118	1	3	14	1981	19247	19202	S
2016	欲	11	6	形声_Phonetic	3	Akubi	8	1	6	2	1981	27227	27225	P
2017	翌	11	6	形声_Phonetic	2	Hane	6	1	2	0	1981	19049	19049	R
2018	翼	17	7	形声_Phonetic	1	Hane	6	1	3	1	1981	16381	15982	P
2019	拉	8	7	形声_Phonetic	0	Tehen	89	1	1	0	2010	25882	25882	
2020	裸	13	7	形声_Phonetic	1	Koromo_Koromohen	21	1	11	11	1981	3324	3324	S
2021	羅	19	7	会意_Com_Ideographic	1	Amigashira	7	1	2	0	1981	5681	2721	S
2022	来	7	2	象形_Pictographic	5	Ki_Kihen	85	1	4	20	1981	314119	308159	S
2023	雷	13	7	形声_Phonetic	1	Ame_Amekanmuri	13	1	1	1	1981	7169	6884	S
2024	頼	16	7	形声_Phonetic	3	Oogai	22	1	11	16	1981	52229	50439	
2025	絡	12	7	形声_Phonetic	2	Ito_Itohen	63	1	4	7	1981	35562	35295	P
2026	落	12	3	形声_Phonetic	3	Kusakanmuri	47	1	21	42	1981	135487	131556	S
2027	酪	13	7	形声_Phonetic	1	Tori_Torihen	14	1	3	0	1981	1382	1308	
2028	辣	14	7	形声_Phonetic	0	Karai	3	1	1	0	2010	135	135	
2029	乱	7	6	会意_Com_Ideographic	2	Otsu_Otsunyoo	7	1	3	12	1981	43946	43338	S
2030	卵	7	6	象形_Pictographic	2	Fushizukuri_Warifu	6	1	1	4	1981	12096	12096	S
2031	覧	17	6	会意_Com_Ideographic	1	Miru	7	1	1	0	1981	13536	13341	P
2032	濫	18	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	2	0	1981	199	199	S
2033	藍	18	7	形声_Phonetic	1	Kusakanmuri	47	1	2	2	2010	3898	987	S
2034	欄	20	7	形声_Phonetic	1	Ki_Kihen	85	1	4	0	1981	7275	7272	S
2035	吏	6	7	会意_Com_Ideographic	1	Kuchi_Kuchihen	70	1	1	0	1981	435	434	S
2036	利	7	4	会意_Com_Ideographic	3	Katana_Rittoo	32	1	5	6	1981	231614	206382	S
2037	里	7	2	会意_Com_Ideographic	0	Sato_Satohen	4	1	3	4	1981	45081	15662	S
2038	理	11	2	形声_Phonetic	4	Tama_Oo	15	1	4	0	1981	422771	385731	P
2039	痢	12	7	形声_Phonetic	1	Yamaidare	15	1	1	0	1981	1094	1094	
2040	裏	13	6	形声_Phonetic	2	Koromo_Koromohen	21	1	1	11	1981	37372	37235	R
2041	履	15	7	会意_Com_Ideographic	1	Shikabane	15	1	8	1	1981	7881	7879	S
2042	璃	15	7	形声_Phonetic	1	Tama_Oo	15	1	1	0	2010	805	717	
2043	離	19	7	形声_Phonetic	1	Furutori	9	1	1	21	1981	87245	86601	S
2044	陸	11	4	形声_Phonetic	2	Kozatohen	31	1	1	0	1981	56708	44303	S
2045	立	5	1	会意_Com_Ideographic	4	Tatsu	5	2	1	57	1981	502495	460112	S
2046	律	9	6	形声_Phonetic	2	Gyooninben	19	2	4	0	1981	24943	24066	S
2047	慄	13	7	形声_Phonetic	0	Kokoro_Risshinben_Shitagokoro	76	1	2	0	2010	148	148	
2048	略	11	5	形声_Phonetic	2	Ta_Tahen	19	1	4	0	1981	66033	66003	S
2049	柳	9	7	形声_Phonetic	1	Ki_Kihen	85	1	1	1	1981	34665	14738	P
2050	流	10	3	会意_Com_Ideographic	3	Mizu_Sanzui_Shitamizu	118	2	2	29	1981	161604	159853	S
2051	留	10	5	会意_Com_Ideographic	3	Ta_Tahen	19	2	12	19	1981	52677	44977	S
2052	竜	10	7	象形_Pictographic	1	Ryuu	1	1	2	1	1981	19009	9853	S
2053	粒	11	7	形声_Phonetic	2	Kome_Komehen	10	1	2	3	1981	5789	5789	S
2054	隆	11	7	会意_Com_Ideographic	1	Kozatohen	31	1	3	0	1981	45777	1151	R
2055	硫	12	7	形声_Phonetic	1	Ishi_Ishihen	16	1	1	0	1981	2167	1418	S
2056	侶	9	7	形声_Phonetic	0	Hito_Ninben_Hitoyane	104	1	2	0	2010	1532	1531	
2057	旅	10	3	会意_Com_Ideographic	4	Hoo_Hoohen	6	1	2	1	1981	42135	41591	R
2058	虜	13	7	形声_Phonetic	1	Toragashira	5	1	3	0	1981	2511	2511	
2059	慮	15	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	3	0	1981	29991	29991	P
2060	了	2	7	象形_Pictographic	2	Haneboo	3	1	3	0	1981	46718	46239	S
2061	両	6	3	象形_Pictographic	3	Ichi	14	1	4	0	1981	152434	151596	R
2062	良	7	4	象形_Pictographic	3	Kon	1	1	2	24	1981	117671	69894	S
2063	料	10	4	会意_Com_Ideographic	4	Tomasu	3	1	6	0	1981	185047	184817	P
2064	涼	11	7	形声_Phonetic	2	Mizu_Sanzui_Shitamizu	118	1	1	4	1981	5234	3548	S
2065	猟	11	7	形声_Phonetic	1	Inu_Kemonohen	17	1	5	0	1981	1756	1756	S
2066	陵	11	7	形声_Phonetic	1	Kozatohen	31	1	1	1	1981	6911	3565	S
2067	量	12	4	象形_Pictographic	2	Sato_Satohen	4	1	5	7	1981	97703	97589	P
2068	僚	14	7	形声_Phonetic	1	Hito_Ninben_Hitoyane	104	1	2	0	1981	41142	41136	S
2069	領	14	5	形声_Phonetic	2	Oogai	22	1	4	0	1981	192760	189691	S
2070	寮	15	7	形声_Phonetic	1	Ukanmuri	36	1	4	0	1981	3482	3482	S
2071	療	17	7	形声_Phonetic	2	Yamaidare	15	1	2	0	1981	97344	97099	S
2072	瞭	17	7	形声_Phonetic	1	Me_Mehen	19	1	1	0	2010	568	469	
2073	糧	18	7	形声_Phonetic	1	Kome_Komehen	10	2	3	3	1981	7529	7337	S
2074	力	2	1	象形_Pictographic	4	Chikara	23	2	8	23	1981	489194	474012	P
2075	緑	14	3	形声_Phonetic	2	Ito_Itohen	63	2	2	2	1981	16296	12377	S
2076	林	8	1	会意_Com_Ideographic	2	Ki_Kihen	85	1	1	1	1981	83948	23105	P
2077	厘	9	7	形声_Phonetic	1	Gandare	4	1	2	0	1981	5648	5646	
2078	倫	10	7	形声_Phonetic	1	Hito_Ninben_Hitoyane	104	1	1	0	1981	11340	10381	S
2079	輪	15	4	形声_Phonetic	2	Kuruma_Kurumahen	15	1	5	6	1981	102226	98602	P
2080	隣	16	7	会意_Com_Ideographic	1	Kozatohen	31	1	1	3	1981	18826	18773	S
2081	臨	18	6	会意_Com_Ideographic	1	Shin	2	1	16	16	1981	37189	36946	R
2082	瑠	14	7	形声_Phonetic	1	Tama_Oo	15	1	1	0	2010	2858	2273	
2083	涙	10	7	形声_Phonetic	2	Mizu_Sanzui_Shitamizu	118	1	2	2	1981	14137	14121	S
2084	累	11	7	形声_Phonetic	1	Ito_Itohen	63	1	5	0	1981	3693	3693	R
2085	塁	12	7	形声_Phonetic	1	Tsuchi_Tsuchihen	50	1	4	0	1981	86058	86058	P
2086	類	18	4	会意_Com_Ideographic	3	Oogai	22	1	8	5	1981	55912	55611	S
2087	令	5	4	象形_Pictographic	2	Hito_Ninben_Hitoyane	104	1	5	0	1981	38748	38418	P
2088	礼	5	3	形声_Phonetic	3	Shimesu_Shimesuhen	15	2	10	0	1981	17036	14032	P
2089	冷	7	4	形声_Phonetic	3	Nisui	6	1	2	27	1981	40543	40483	R
2090	励	7	7	形声_Phonetic	1	Chikara	23	1	1	4	1981	16174	16101	S
2091	戻	7	7	会意_Com_Ideographic	3	To_Tokanmuri	6	1	7	11	1981	50784	50783	
2092	例	8	4	形声_Phonetic	3	Hito_Ninben_Hitoyane	104	1	7	3	1981	97942	97847	P
2093	鈴	13	7	形声_Phonetic	1	Kane_Kanehen	33	2	3	1	1981	48808	1945	S
2094	零	13	7	形声_Phonetic	2	Ame_Amekanmuri	13	1	4	0	1981	3231	3113	R
2095	霊	15	7	会意_Com_Ideographic	1	Ame_Amekanmuri	13	2	2	2	1981	9218	8962	S
2096	隷	16	7	会意_Com_Ideographic	1	Reizukuri	1	1	4	0	1981	1540	1478	S
2097	齢	17	7	形声_Phonetic	2	Ha_Hahen	2	1	1	0	1981	57243	57241	P
2098	麗	19	7	象形_Pictographic	1	Shika	3	1	4	3	1981	5531	3398	P
2099	暦	14	7	会意_Com_Ideographic	1	Nichi_Nichihen	38	1	2	2	1981	2928	2816	S
2100	歴	14	4	形声_Phonetic	2	Tomeru	6	1	3	0	1981	85808	85600	S
2101	列	6	3	会意_Com_Ideographic	3	Katana_Rittoo	32	1	8	0	1981	28900	28738	P
2102	劣	6	7	会意_Com_Ideographic	1	Chikara	23	1	2	2	1981	8527	8527	S
2103	烈	10	7	会意_Com_Ideographic	1	Hi_Hihen_Renga	26	1	12	0	1981	8297	7895	S
2104	裂	12	7	形声_Phonetic	1	Koromo_Koromohen	21	1	6	6	1981	14118	14118	S
2105	恋	10	7	形声_Phonetic	2	Kokoro_Risshinben_Shitagokoro	76	1	1	6	1981	16487	16205	S
2106	連	10	4	会意_Com_Ideographic	3	Shinnyoo	51	1	7	8	1981	515353	425541	R
2107	廉	13	7	形声_Phonetic	1	Madare	17	1	4	0	1981	1369	1124	S
2108	練	14	3	形声_Phonetic	2	Ito_Itohen	63	1	6	6	1981	56925	53657	S
2109	錬	16	7	形声_Phonetic	1	Kane_Kanehen	33	1	4	0	1981	1744	1629	S
2110	呂	7	7	象形_Pictographic	1	Kuchi_Kuchihen	70	1	1	0	2010	8251	6044	
2111	炉	8	7	形声_Phonetic	1	Hi_Hihen_Renga	26	1	4	0	1981	9982	9861	S
2112	賂	13	7	形声_Phonetic	0	Kai_Kaihen	35	1	1	0	2010	90	90	
2113	路	13	3	形声_Phonetic	3	Ashi_Ashihen	11	1	3	3	1981	101773	86147	P
2114	露	21	7	形声_Phonetic	1	Ame_Amekanmuri	13	2	2	6	1981	38679	18955	S
2115	老	6	4	会意_Com_Ideographic	3	Oikanmuri	3	1	3	1	1981	34640	29561	R
2116	労	7	4	会意_Com_Ideographic	3	Chikara	23	1	3	0	1981	110305	88823	S
2117	弄	7	7	会意_Com_Ideographic	0	Komanuki_Nijuuashi	3	1	2	6	2010	1151	1150	
2118	郎	9	7	形声_Phonetic	1	Oozato	12	1	3	0	1981	163121	8937	S
2119	朗	10	6	形声_Phonetic	1	Tsuki_Tsukihen	8	1	6	6	1981	21814	6166	S
2120	浪	10	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	2	0	1981	9388	5009	S
2121	廊	12	7	形声_Phonetic	1	Madare	17	1	5	0	1981	5063	5020	S
2122	楼	13	7	形声_Phonetic	1	Ki_Kihen	85	1	4	0	1981	1582	1575	S
2123	漏	14	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	3	17	1981	19756	19756	S
2124	籠	22	7	形声_Phonetic	0	Take_Takekanmuri	24	1	2	8	2010	2526	2090	
2125	六	4	1	仮借_Loan	5	Hachi	8	1	1	1	1981	57761	49930	R
2126	録	16	4	形声_Phonetic	2	Kane_Kanehen	33	1	1	0	1981	103784	103771	P
2127	麓	19	7	形声_Phonetic	0	Shika	3	1	1	1	2010	537	439	
2128	論	15	6	形声_Phonetic	3	Gon_Gonben	68	1	2	0	1981	197415	196158	P
2129	和	8	3	会意_Com_Ideographic	3	Kuchi_Kuchihen	70	2	5	21	1981	259765	111315	R
2130	話	13	2	形声_Phonetic	5	Gon_Gonben	68	1	5	14	1981	344648	344481	P
2131	賄	13	7	形声_Phonetic	1	Kai_Kaihen	35	1	3	3	1981	8215	8215	
2132	脇	10	7	形声_Phonetic	0	Niku_Nikuzuki	44	0	6	6	2010	15177	8176	S
2133	惑	12	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	9	9	1981	41571	41571	P
2134	枠	8	7	国字_Original	1	Ki_Kihen	85	0	0	8	1981	34922	34922	S
2135	湾	12	7	形声_Phonetic	2	Mizu_Sanzui_Shitamizu	118	1	3	0	1981	43782	9629	S
2136	腕	12	7	形声_Phonetic	2	Niku_Nikuzuki	44	1	1	3	1981	23727	23726	S
